#{"t_start": 1770881564.9366617, "env_id": "None"}
r,l,t
-436.77313,693,97.215432
-374.05792,647,97.372657
-36.390152,221,97.396986
-39.79145,49,97.456953
-253.67969,1598,97.814617
-67.779106,374,97.831635
-14.125851,78,97.908421
-25.24759,51,97.97061
-15.971526,34,98.011023
-218.54851,1161,98.065271
-549.62195,1074,98.114749
-917.01917,3192,98.497261
-306.10767,599,98.560845
-17.166695,52,98.62327
-57.52945,141,98.669156
-120.05475,490,98.712659
-154.54074,672,98.888049
-76.292816,211,98.932256
-726.9955,1480,99.024796
-471.41336,1626,99.030468
-18.47471,41,99.075593
-256.7801,963,99.195324
-904.2482,1775,99.636182
-6.651683,9,99.647234
-203.90918,584,99.652596
-459.44354,776,99.672052
-214.30382,602,99.819453
-11.372062,14,99.835986
-254.4362,527,99.844678
-92.27538,243,99.968045
-118.52716,270,100.163726
-147.42775,489,100.246816
-67.91931,154,100.3476
-757.12634,1452,100.404476
-252.16219,1159,100.444017
-38.24033,145,100.579023
-59.68425,210,100.706118
-190.87033,732,100.863257
-42.11389,87,100.969201
-300.46695,1109,101.002544
-172.85684,984,101.044742
-276.352,579,101.062109
-59.78729,74,101.153942
-45.345604,112,101.184333
-86.07352,171,101.392105
-157.91663,444,101.544652
-304.14056,2413,101.842155
-170.70958,1108,102.060165
-76.334496,661,102.198884
-245.51518,1716,102.344236
-194.4978,332,102.464062
-821.17816,1442,102.73258
-287.56052,640,102.978783
-772.466,1568,103.065234
-8.802011,11,103.077241
-144.8393,372,103.186379
-141.24078,707,103.210272
-59.39825,284,103.327507
-317.65997,892,103.558301
-62.74199,349,103.612031
-86.164375,685,103.917919
-2070.391,2818,104.029375
-152.76596,680,104.039798
-71.57607,425,104.074235
-15.429205,96,104.147164
-793.5897,2020,104.31108
-359.09286,595,104.644295
-153.25435,527,104.721739
-68.46458,207,104.975324
-232.68747,716,105.023244
-754.16614,3059,105.285395
-68.23583,277,105.363667
-513.84314,1074,105.626417
-249.39606,667,105.790866
-637.43854,1785,105.795553
-555.11426,2030,105.811033
-85.40658,456,105.84318
-127.64414,188,105.857134
-253.16995,1030,105.906169
-34.71318,101,105.966787
-32.817467,54,105.97285
-8.803072,16,105.986375
-88.36188,652,106.159173
-141.3237,212,106.230501
-41.42328,90,106.270223
-271.25412,417,106.306556
-21.229906,31,106.308029
-206.35237,495,106.415115
-337.96045,719,106.666285
-1282.7714,2154,106.672215
-108.0383,619,106.738927
-195.2042,327,106.811097
-114.82036,457,106.861491
-53.75645,190,106.903527
-88.27792,167,106.942228
-27.982073,72,106.993114
-125.68623,188,107.042632
-38.450092,52,107.105795
-70.88211,243,107.16283
-50.834026,302,107.313382
-123.867935,314,107.375914
-17.300526,143,107.550405
-161.0275,385,107.57476
-15.609003,21,107.575982
-36.382385,70,107.66202
-22.377243,114,107.716577
-152.52142,436,107.846443
-1054.05,1293,107.885899
-91.4457,232,107.948388
-41.209957,84,107.950347
-49.22367,870,108.22701
-186.33112,283,108.232459
-12.496086,10,108.243705
-283.81473,437,108.253321
-170.64781,301,108.316333
-32.294666,99,108.375373
-12.263603,50,108.376911
-59.80393,115,108.385387
-17.5532,39,108.423802
-6.6508236,8,108.433751
-142.23404,323,108.620664
-1208.2703,2284,108.647032
-71.40711,164,108.824108
-152.47777,400,108.876611
-235.1863,430,108.958884
-208.94168,512,109.002599
-62.03782,151,109.006678
-105.241615,365,109.093416
-1336.403,2021,109.138702
-79.0431,264,109.322517
-1048.4619,2558,109.355332
-96.05376,206,109.604714
-170.51067,543,109.61867
-48.517082,93,109.718463
-220.72269,587,109.80745
-505.31668,1633,109.942238
-69.23724,579,110.037606
-13.443842,51,110.104452
-525.48267,905,110.120149
-13.372438,41,110.171425
-14.936552,19,110.193859
-46.646156,176,110.318899
-182.67924,306,110.328885
-84.68722,439,110.354578
-402.82025,1364,110.545884
-16.103367,15,110.564841
-74.32639,239,110.618125
-52.675747,68,110.700878
-104.189705,171,110.772152
-156.57391,394,110.796972
-182.44167,519,110.82651
-7.983032,11,110.839905
-64.41171,73,110.887903
-183.72821,269,111.103822
-72.31992,353,111.133844
-157.50473,675,111.178698
-63.6329,199,111.345292
-132.47913,388,111.362006
-105.938484,168,111.564403
-71.60149,379,111.594829
-60.694305,345,111.5973
-503.52072,1613,111.699513
-364.10013,757,111.764845
-44.602535,159,111.790847
-34.223972,85,111.868634
-221.49875,521,112.338019
-517.9128,701,112.426108
-1734.3738,2690,112.436643
-81.97043,187,112.665136
-81.051384,305,112.798448
-446.70102,1060,112.90127
-143.33676,206,113.057238
-95.18691,339,113.08513
-655.9234,1028,113.138484
-49.00478,301,113.468228
-122.340515,274,113.483881
-1156.6017,1748,113.505135
-786.6562,3212,113.577843
-417.6219,1481,113.625249
-374.13742,1128,113.739517
-33.398495,165,113.778071
-51.59205,410,113.971951
-239.12189,775,114.021212
-42.751663,97,114.092165
-203.07544,453,114.181857
-305.47174,996,114.707222
-31.65697,87,114.813631
-197.2276,991,114.963281
-59.143467,154,115.008416
-1119.4011,1928,115.285342
-117.60978,279,115.346915
-104.25477,340,115.376638
-86.626015,202,115.533853
-625.2546,1680,115.5699
-34.545097,99,115.660011
-142.90872,287,115.70383
-652.7015,1317,115.713341
-472.49518,1588,115.734595
-39.916695,145,115.878337
-33.605686,240,116.028266
-342.4021,577,116.08582
-38.42018,119,116.174325
-392.42538,1784,116.216567
-223.64351,359,116.322229
-28.362448,96,116.334816
-230.34747,556,116.397085
-100.9061,168,116.529928
-163.88214,790,116.548463
-96.46705,264,116.723899
-25.393618,35,116.764306
-293.6688,906,116.773291
-180.02632,575,116.798045
-147.87122,369,116.985307
-141.43076,797,117.15393
-126.760925,529,117.192976
-1278.3088,2468,117.216691
-126.87182,261,117.298777
-39.681614,128,117.347115
-261.9,545,117.458857
-119.53798,945,117.491362
-25.745481,41,117.540178
-47.316196,164,117.54565
-57.38168,135,117.620997
-31.809345,114,117.684481
-101.619,814,118.148566
-147.78809,451,118.177933
-337.4136,1163,118.184156
-129.32434,538,118.344695
-80.259636,166,118.387496
-459.31915,902,118.402308
-608.88086,985,118.419313
-13.651968,12,118.433983
-21.278065,70,118.487974
-404.17014,961,118.716643
-194.83745,489,118.745772
-106.80352,300,118.75569
-269.38406,1743,118.903914
-118.0381,350,119.180748
-302.72305,907,119.283546
-88.1501,189,119.410952
-158.5076,833,119.505328
-136.39317,280,119.628982
-124.85719,177,119.846994
-145.47707,360,119.947321
-192.3787,555,120.093247
-47.4055,180,120.16681
-403.99634,1386,120.411157
-59.097034,281,120.434264
-658.26843,1654,120.456383
-235.74571,445,120.710393
-542.41656,1997,120.785414
-320.50604,479,121.027342
-6.1109686,4,121.032369
-291.06448,641,121.200863
-1223.503,1932,121.270084
-71.220894,397,121.518595
-392.23575,1497,121.68462
-265.3638,538,121.863051
-195.53539,904,121.903537
-23.471375,46,121.922539
-73.88966,325,122.086062
-162.07835,773,122.223954
-484.8023,1319,122.338668
-67.24419,131,122.497986
-75.306465,243,122.521971
-308.13763,844,122.558084
-300.05765,425,122.608325
-1053.454,3221,122.700816
-58.551445,89,122.717978
-132.0542,235,122.812748
-49.475754,208,122.814951
-112.76288,273,122.835095
-1042.741,2157,123.117604
-693.42615,1402,123.651019
-144.67636,685,123.663013
-227.02644,711,123.690437
-189.7866,559,123.804346
-21.285093,110,123.824407
-63.79867,154,124.013373
-286.63358,1086,124.042129
-66.01202,140,124.183145
-43.805077,161,124.381506
-144.0161,627,124.428142
-328.4058,649,124.44596
-139.2458,535,124.458949
-65.93347,116,124.531053
-306.94257,2175,124.586838
-132.32938,466,124.616494
-55.658424,173,124.650185
-111.09247,225,124.815958
-266.32275,380,125.064353
-226.71284,567,125.174478
-160.37767,579,125.175307
-9.346148,13,125.192888
-103.06415,444,125.366573
-148.0061,260,125.3882
-76.18853,114,125.506259
-140.59584,347,125.602512
-112.334335,1060,125.933813
-122.006226,407,126.103656
-222.33911,502,126.124951
-82.83379,177,126.151205
-681.6597,2896,126.301231
-53.478443,193,126.362076
-2048.4038,3164,126.746827
-239.27165,377,127.21268
-872.7969,1845,127.463095
-337.9678,914,127.48829
-75.14964,174,127.679664
-262.42947,1267,127.71401
-85.665184,188,127.952072
-536.50165,2746,128.050538
-645.88873,1580,128.058949
-520.2374,681,128.059747
-50.965275,80,128.160188
-632.2522,2245,128.162211
-96.626526,177,128.279842
-98.66285,306,128.334983
-112.71489,208,128.419989
-66.42145,100,128.459475
-185.09097,660,128.506557
-405.768,1991,128.764568
-306.744,544,128.83361
-130.49484,313,128.842334
-97.350685,385,128.979152
-112.56257,497,129.031157
-128.1802,653,129.785341
-209.97678,624,129.802219
-103.926384,909,129.961624
-152.58522,342,130.216527
-193.82884,344,130.236418
-268.59357,1183,130.236454
-251.6675,1630,130.302347
-795.6074,2272,130.314486
-151.74269,283,130.317018
-71.5546,158,130.431525
-83.11666,200,130.483592
-56.60526,151,130.499537
-27.243721,67,130.514961
-138.17137,289,130.664568
-203.17397,655,131.032456
-120.05014,614,131.081215
-363.97147,1914,131.222021
-164.64168,618,131.254396
-101.03577,187,131.264623
-78.93258,85,131.357637
-1402.6991,2692,131.393572
-61.302963,116,131.501618
-163.84386,498,131.696848
-335.93466,1021,131.768716
-74.586655,132,131.858758
-14.72158,123,131.918899
-154.97491,557,132.190137
-523.9378,837,132.428673
-417.17728,1611,132.511822
-718.4915,1538,132.568399
-17.11182,119,132.57826
-106.53141,611,132.676185
-8.560661,25,132.707114
-55.9952,322,132.911709
-65.58072,602,132.937386
-110.60308,346,132.996551
-60.67807,79,133.033587
-451.64734,1043,133.151234
-178.88506,349,133.43397
-210.90175,792,133.561243
-215.46365,712,133.592971
-70.40457,147,133.616034
-387.47028,721,134.050396
-198.38612,422,134.08652
-141.5954,186,134.314108
-175.54787,606,134.36466
-289.66483,1176,134.373831
-24.133638,50,134.378705
-346.08914,643,134.390289
-195.48605,420,134.566793
-97.494865,276,134.704371
-170.5958,1398,134.768871
-59.634544,94,134.822166
-810.96356,2940,134.865189
-189.17813,470,134.971689
-232.17813,425,135.092924
-59.17773,265,135.094463
-568.55597,3246,135.280844
-115.29306,209,135.34764
-221.70299,502,135.48122
-64.65668,121,135.496952
-11.6364975,14,135.498152
-39.77053,192,135.517389
-98.668526,595,135.553301
-78.3104,181,135.718638
-81.49165,239,135.791427
-24.558947,29,135.825665
-149.19884,1190,135.834555
-90.0327,262,135.838541
-66.63478,172,135.930574
-239.75069,803,135.955905
-57.87849,124,135.998169
-80.8909,172,136.047698
-477.7598,1434,136.153458
-155.89664,314,136.241513
-422.45575,928,136.255422
-193.04506,247,136.367162
-166.15567,342,136.437803
-43.595478,196,136.501055
-98.9042,235,136.657736
-14.294951,28,136.691876
-65.985016,487,136.767579
-9.685371,20,136.792672
-53.567657,287,136.793475
-28.662964,60,136.865932
-99.71195,387,136.979159
-36.48474,165,137.070054
-286.1948,990,137.177173
-174.64551,1371,137.264565
-137.16917,239,137.273284
-286.18707,508,137.321176
-188.82066,899,137.356982
-105.60215,150,137.361669
-366.63007,1155,137.408323
-212.29828,502,137.416832
-144.23639,318,137.467657
-54.380245,232,137.566291
-7.850915,9,137.576977
-92.55491,220,137.739793
-170.78041,407,137.913422
-411.0964,541,138.036008
-102.18974,425,138.105123
-47.021793,153,138.225878
-249.47824,706,138.291817
-227.23973,490,138.346417
-174.76381,899,138.438057
-144.34239,245,138.593213
-193.50026,1069,138.682141
-204.03001,609,138.978049
-151.31595,831,139.129999
-83.46297,527,139.243522
-414.73715,1094,139.264135
-32.039646,119,139.276454
-393.81308,862,139.411311
-17.477407,31,139.448318
-23.766354,28,139.483569
-31.537458,195,139.50766
-452.57233,898,139.547276
-15.324691,42,139.605144
-372.48276,536,139.647177
-28.528076,121,139.793743
-531.30066,926,139.832173
-38.650486,180,140.053263
-294.9375,775,140.237961
-132.6026,402,140.291712
-111.56734,638,140.301062
-199.98027,686,140.33643
-13.0559435,40,140.341227
-1181.8221,2524,140.395216
-121.11117,316,140.629596
-147.95749,469,140.63476
-322.19922,1175,140.70224
-38.871197,129,140.791508
-35.226143,375,140.807605
-43.643692,153,140.893574
-49.17269,156,141.086552
-135.41696,377,141.105055
-279.34937,737,141.251523
-101.69202,466,141.384583
-34.64778,50,141.446085
-188.51144,272,141.783417
-287.0867,665,141.909942
-59.018696,140,141.958511
-436.94794,826,142.128106
-72.083176,205,142.210324
-44.839153,251,142.221537
-24.907618,33,142.251334
-113.29753,253,142.438489
-83.382256,326,142.634769
-67.5893,178,142.670497
-1073.2524,2193,143.02994
-478.109,2125,143.041681
-344.596,678,143.10384
-30.11475,78,143.126581
-1174.3464,2036,143.326398
-96.42223,257,143.444874
-45.479065,171,143.535892
-14.013786,16,143.556149
-608.8483,3252,143.643094
-32.33076,131,143.719975
-268.57718,607,143.794028
-217.11539,595,143.841492
-397.6375,1027,143.911381
-45.28262,94,143.958527
-78.21754,203,144.05075
-125.66097,451,144.206931
-227.78636,392,144.211215
-1735.3019,2453,144.307364
-190.87831,220,144.4847
-906.51044,1540,144.594399
-125.9952,392,144.70658
-123.31968,248,144.806625
-802.23456,1152,144.895185
-90.251884,263,144.930086
-40.71272,69,144.980616
-13.665233,49,145.040633
-30.496151,225,145.087022
-180.03937,1032,145.259241
-244.01811,518,145.352827
-86.60527,246,145.395814
-405.0051,885,145.425482
-12.391218,26,145.428656
-62.41953,160,145.46167
-249.72232,1275,145.521915
-80.21934,118,145.580617
-178.30663,470,145.635514
-487.7677,1396,145.8098
-10.024864,21,145.835775
-129.5881,220,145.854462
-6.616067,5,145.860901
-238.60399,357,145.911412
-50.169712,106,145.991093
-92.52834,211,146.170698
-12.867013,13,146.187005
-99.11896,319,146.231239
-72.58627,233,146.279142
-18.22628,46,146.285876
-302.7517,666,146.348652
-235.85732,752,146.36403
-705.06604,893,146.47069
-34.27578,170,146.576261
-64.42346,171,146.68524
-295.16238,949,146.815849
-137.82788,453,146.916067
-100.55069,207,147.073455
-193.23877,359,147.133437
-30.446474,51,147.135578
-314.34232,707,147.163525
-337.1748,542,147.253936
-37.709465,58,147.325248
-42.484516,152,147.326391
-204.85802,877,147.384609
-86.22398,258,147.456718
-45.343452,181,147.551517
-66.13968,618,147.686279
-58.701317,258,147.705883
-75.72536,193,147.795048
-8.536658,12,147.810611
-923.32996,1312,147.828016
-231.3943,316,148.083133
-259.83453,339,148.130079
-226.03311,728,148.236965
-136.12883,401,148.327277
-87.92087,194,148.480431
-375.2395,590,148.546084
-250.53049,1105,148.833462
-2027.3755,3143,148.853095
-223.69727,271,148.880738
-128.28058,752,149.017998
-20.877768,565,149.031404
-66.68982,137,149.191005
-89.002,853,149.193134
-128.7375,418,149.357394
-117.213745,180,149.417514
-144.04819,457,149.426683
-318.52942,368,149.490597
-18.894054,60,149.501295
-58.63732,122,149.509092
-70.85169,125,149.648936
-125.54802,220,149.775453
-733.18097,1092,149.840287
-205.3908,808,149.891135
-68.67456,239,149.945442
-25.558708,80,150.04616
-72.07451,460,150.083351
-17.391811,51,150.107929
-337.69803,749,150.12606
-1467.3074,2554,150.351278
-116.897285,446,150.397726
-118.96591,537,150.451059
-74.271675,333,150.774252
-205.1514,562,150.838751
-248.4895,717,151.014322
-12.766424,55,151.082355
-290.3,575,151.127678
-19.016214,61,151.161941
-424.6657,987,151.327621
-331.96616,1593,151.419242
-42.14248,211,151.595124
-83.40896,258,151.742107
-8.039208,8,151.752492
-1159.7162,1610,151.913583
-94.39636,884,151.942085
-57.79979,178,151.972417
-111.07974,201,152.223846
-773.8498,1442,152.256601
-32.016117,45,152.313118
-48.732117,340,152.335163
-126.90908,683,152.440988
-54.487053,236,152.614259
-123.074585,212,152.719193
-484.64966,1734,152.955194
-463.7817,1499,153.038961
-105.636665,911,153.088719
-173.26756,408,153.127081
-30.185192,88,153.149439
-111.3643,248,153.263106
-313.24948,893,153.348471
-192.99751,558,153.416802
-138.04651,245,153.435941
-73.01752,157,153.546084
-285.76566,984,153.577155
-376.939,1085,154.449004
-105.73062,789,154.534096
-59.598362,88,154.644298
-721.8678,2964,154.838893
-523.1993,1420,154.92453
-200.11563,1332,155.075558
-474.88852,1246,155.129101
-130.29218,253,155.237066
-133.5619,227,155.357551
-156.22986,309,155.621655
-65.1785,224,155.63709
-34.63024,153,155.817101
-378.63913,784,155.817161
-158.76236,1110,155.833193
-490.72168,1170,156.103001
-158.59935,502,156.268837
-58.963577,428,156.365826
-670.32056,2510,156.397759
-195.27786,477,156.413274
-1413.7499,2518,156.580452
-35.328743,72,156.669358
-93.68156,319,156.798475
-156.19142,361,156.81887
-594.46,820,156.845354
-32.30692,203,156.924933
-78.81046,109,156.980262
-8.30578,8,156.990222
-252.7814,711,157.170494
-501.51703,1704,157.280663
-123.00644,470,157.412832
-138.47246,479,157.445229
-312.63937,1128,157.545279
-160.52092,443,157.574586
-505.2422,1020,157.721473
-194.13809,393,157.783998
-314.70227,781,157.930269
-146.53014,417,157.939001
-163.74413,643,157.994101
-108.81715,543,158.128141
-118.59276,379,158.196303
-91.38494,174,158.21256
-27.696274,268,158.271427
-124.62685,407,158.453329
-126.14158,284,158.555698
-71.92461,131,158.617306
-139.49739,324,158.622582
-580.0663,901,158.706933
-60.95559,183,158.844825
-54.149143,168,158.914639
-28.798843,158,159.113807
-273.83127,493,159.170191
-104.76484,484,159.228422
-213.79305,404,159.354316
-45.143597,264,159.450794
-484.6862,1361,159.498356
-38.18641,48,159.512175
-162.9204,364,159.63325
-25.808517,473,159.828245
-39.304695,162,159.839159
-165.49236,317,159.910928
-137.10622,445,159.917102
-73.410446,92,160.033347
-41.412888,98,160.03627
-105.33116,487,160.114168
-22.4474,223,160.122593
-54.309776,345,160.465204
-1626.1191,2370,160.521937
-239.89464,385,160.600212
-417.8838,2212,160.906246
-55.988136,366,160.918141
-532.6067,980,161.25397
-574.57214,948,161.292305
-124.85804,333,161.321028
-641.5627,2482,161.38497
-29.681938,81,161.396559
-186.52715,452,161.48734
-36.74762,57,161.559052
-414.86948,835,161.565394
-116.123375,316,161.723749
-122.73324,270,161.910353
-174.48952,530,161.925131
-100.272995,1110,161.990498
-16.869791,28,162.024699
-64.08891,145,162.103769
-105.32924,344,162.153085
-235.51927,322,162.311971
-389.1186,752,162.345535
-35.37975,53,162.414907
-78.06328,372,162.498697
